DENU1A;EB;EBOS;ALL;ONO;DENUT;{{N51141004,E003392736},{N51161421,E003333603},{N51160987,E003213497},{N51130298,E002594710}}
FERD1A;EB;EBOS;ALL;ONO;FERDI;{{N50544549,E003381305},{N51122617,E003261398},{N51160987,E003213497},{N51130298,E002594710}}
KOK1A;EB;EBOS;ALL;ONO;KOK;{{N51054086,E002390585},{N51130298,E002594710}}
GOLA4T;ED;EDAC;ALL;ABU;GOLAT;{{N50545300,E011583346},{N50593758,E012311572}}
NERI2T;ED;EDAC;ALL;ABU;NERID;{{N51241678,E012510791},{N50593758,E012311572}}
SULE1T;ED;EDAC;ALL;ABU;SULED;{{N51093258,E012144328},{N50593758,E012311572}}
PENE1H;ED;EDAH;ALL;HC;PENET;{{N54060100,E013434400},{N53522663,E014105542}}
TORL1H;ED;EDAH;ALL;HC;TORLO;{{N53454400,E013474800},{N53522663,E014105542}}
GASB1T;ED;EDBH;ALL;BTH;GASBO;{{N54162900,E012163600},{N54201813,E012410997}}
NONS1T;ED;EDBH;ALL;BTH;NONSA;{{N54355500,E013180100},{N54201813,E012410997}}
LURO1A;ED;EDCD;ALL;DRW;LUROS;{{N51535495,E014102810},{N51534826,E014334505}}
BATE5V;ED;EDDB;RW25B;TERDA;BATEL;{{N52324900,E011055900},{N52440700,E011485800},{N52480900,E012044100},{N52481203,E013193721},{N52483000,E013554000}}
BATE5Z;ED;EDDB;RW07B;LANUM;BATEL;{{N52324900,E011055900},{N52440700,E011485800},{N52480900,E012044100},{N52474532,E012231381}}
BODL2V;ED;EDDB;RW25B;TERDA;BODLA;{{N53163300,E014243600},{N52545300,E013574200},{N52483000,E013554000}}
BODL2Z;ED;EDDB;RW07B;LANUM;BODLA;{{N53163300,E014243600},{N53071200,E013365700},{N52565800,E013061900},{N52474532,E012231381}}
DLE5V;ED;EDDB;RW25B;TERDA;DLE;{{N52150116,E009530059},{N52324900,E011055900},{N52440700,E011485800},{N52480900,E012044100},{N52481203,E013193721},{N52483000,E013554000}}
DLE5Z;ED;EDDB;RW07B;LANUM;DLE;{{N52150116,E009530059},{N52324900,E011055900},{N52440700,E011485800},{N52480900,E012044100},{N52474532,E012231381}}
NUKR3S;ED;EDDB;RW07B;KLF;NUKRO;{{N52025147,E014245946},{N52011078,E013334969}}
NUKR3V;ED;EDDB;RW25B;FWE;NUKRO;{{N52025147,E014245946},{N52244081,E014075012}}
OSKA5S;ED;EDDB;RW07B;KLF;OSKAN;{{N51253900,E013402900},{N52011078,E013334969}}
OSKA5V;ED;EDDB;RW25B;ATGUP;OSKAN;{{N51253900,E013402900},{N51552492,E013471711}}
RENK4V;ED;EDDB;RW25B;TERDA;RENKI;{{N52545300,E013574200},{N52483000,E013554000}}
RENK4Z;ED;EDDB;RW07B;LANUM;RENKI;{{N52545300,E013574200},{N52565800,E013061900},{N52474532,E012231381}}
RODE2Z;ED;EDDB;RW07B;LANUM;RODEP;{{N53275500,E013323900},{N53175100,E013240000},{N52565800,E013061900},{N52474532,E012231381}}
RODE3V;ED;EDDB;RW25B;TERDA;RODEP;{{N53275500,E013323900},{N53195500,E013341900},{N53071200,E013365700},{N52483000,E013554000}}
RUDA3S;ED;EDDB;RW07B;KLF;RUDAK;{{N51433800,E012564700},{N52011078,E013334969}}
RUDA3V;ED;EDDB;RW25B;KLF;RUDAK;{{N51433800,E012564700},{N52011078,E013334969}}
TORV2S;ED;EDDB;RW07B;KLF;TORVU;{{N51350900,E013043700},{N52011078,E013334969}}
TORV2V;ED;EDDB;RW25B;ATGUP;TORVU;{{N51350900,E013043700},{N51552492,E013471711}}
VIBI2Z;ED;EDDB;RW07B;LANUM;VIBIS;{{N52583074,E012201889},{N52474532,E012231381}}
VIBI3V;ED;EDDB;RW25B;TERDA;VIBIS;{{N52583074,E012201889},{N52573300,E012495000},{N52553900,E013384200},{N52483000,E013554000}}
HDO2B;ED;EDDC;RW04;DRN;HDO;{{N50554134,E014220768},{N51005597,E013355600}}
HDO3A;ED;EDDC;RW22;GARKI;HDO;{{N50554134,E014220768},{N51252583,E014101665}}
OSKA2A;ED;EDDC;RW22;GARKI;OSKAN;{{N51253900,E013402900},{N51252583,E014101665}}
OSKA2B;ED;EDDC;RW04;DRN;OSKAN;{{N51253900,E013402900},{N51005597,E013355600}}
GED1W;ED;EDDF;RW25B;MTR;GED;{{N50244301,E009145699},{N50163459,E008505505}}
GED3E;ED;EDDF;RW07B;TAU;GED;{{N50244301,E009145699},{N50170285,E009073045},{N50163459,E008505505},{N50150167,E008094509}}
OSMA1W;ED;EDDF;RW25B;MTR;OSMAX;{{N50153771,E007192355},{N50142955,E007265871},{N50063917,E007390526},{N50000655,E008030398},{N50031347,E008381354},{N50163459,E008505505}}
OSMA2E;ED;EDDF;RW07B;RID;OSMAX;{{N50153771,E007192355},{N50142955,E007265871},{N50063917,E007390526},{N50011379,E007480275},{N50031347,E008381354},{N49465409,E008322935}}
PSA2E;ED;EDDF;RW07B;RID;PSA;{{N49514407,E009205397},{N49551597,E009022332},{N49465409,E008322935}}
PSA2W;ED;EDDF;RW25B;CHA;PSA;{{N49514407,E009205397},{N49551597,E009022332}}
ROLI1E;ED;EDDF;RW07B;RID;ROLIS;{{N50260637,E007493055},{N50170799,E008064400},{N50031347,E008381354},{N49465409,E008322935}}
ROLI1W;ED;EDDF;RW25B;MTR;ROLIS;{{N50260637,E007493055},{N50170799,E008064400},{N50031347,E008381354},{N50163459,E008505505}}
BOT4J;ED;EDDG;ALL;HMM;BOT;{{N51350889,E007012284},{N51512472,E007422986}}
DOM2J;ED;EDDG;ALL;HMM;DOM;{{N51423431,E007351367},{N51512472,E007422986}}
BASU9A;ED;EDDH;ALL;LBE;BASUM;{{N52461916,E008471874},{N53205157,E008523123},{N53513100,E009265100},{N53391512,E009354220}}
BKD7A;ED;EDDH;ALL;LBE;BKD;{{N53020428,E011324638},{N53210600,E010535900},{N53562667,E010400403},{N53391512,E009354220}}
NIE4A;ED;EDDH;ALL;LBE;NIE;{{N52373321,E009221917},{N52553500,E009361300},{N53410807,E010121799},{N53391512,E009354220}}
NIKU7A;ED;EDDH;ALL;LBE;NIKUS;{{N53210600,E010535900},{N53562667,E010400403},{N53391512,E009354220}}
OSTO9A;ED;EDDH;ALL;LBE;OSTOR;{{N53494600,E009031000},{N53513100,E009265100},{N53391512,E009354220}}
WRB1N;ED;EDDH;ALL;LBE;WRB;{{N51302051,E009063929},{N51520656,E009483510},{N52150116,E009530059},{N53410807,E010121799},{N53391512,E009354220}}
WSR6Z;ED;EDDH;ALL;LBE;WSR;{{N53205157,E008523123},{N53513100,E009265100},{N53391512,E009354220}}
BATE5V;ED;EDDI;RW27L;TERDA;BATEL;{{N52324900,E011055900},{N52440700,E011485800},{N52480900,E012044100},{N52481203,E013193721},{N52483000,E013554000}}
BATE5Z;ED;EDDI;RW09R;LANUM;BATEL;{{N52324900,E011055900},{N52440700,E011485800},{N52480900,E012044100},{N52474532,E012231381}}
BODL2V;ED;EDDI;RW27L;TERDA;BODLA;{{N53163300,E014243600},{N52545300,E013574200},{N52483000,E013554000}}
BODL2Z;ED;EDDI;RW09R;LANUM;BODLA;{{N53163300,E014243600},{N53071200,E013365700},{N52565800,E013061900},{N52474532,E012231381}}
DLE5V;ED;EDDI;RW27L;TERDA;DLE;{{N52150116,E009530059},{N52324900,E011055900},{N52440700,E011485800},{N52480900,E012044100},{N52481203,E013193721},{N52483000,E013554000}}
DLE5Z;ED;EDDI;RW09R;LANUM;DLE;{{N52150116,E009530059},{N52324900,E011055900},{N52440700,E011485800},{N52480900,E012044100},{N52474532,E012231381}}
NUKR3V;ED;EDDI;RW27L;FWE;NUKRO;{{N52025147,E014245946},{N52244081,E014075012}}
NUKR3Z;ED;EDDI;RW09R;KLF;NUKRO;{{N52025147,E014245946},{N52011078,E013334969}}
OSKA5V;ED;EDDI;RW27L;ATGUP;OSKAN;{{N51253900,E013402900},{N51552492,E013471711}}
OSKA5Z;ED;EDDI;RW09R;KLF;OSKAN;{{N51253900,E013402900},{N52011078,E013334969}}
RENK4V;ED;EDDI;RW27L;TERDA;RENKI;{{N52545300,E013574200},{N52483000,E013554000}}
RENK4Z;ED;EDDI;RW09R;LANUM;RENKI;{{N52545300,E013574200},{N52565800,E013061900},{N52474532,E012231381}}
RODE2Z;ED;EDDI;RW09R;LANUM;RODEP;{{N53275500,E013323900},{N53175100,E013240000},{N52565800,E013061900},{N52474532,E012231381}}
RODE3V;ED;EDDI;RW27L;TERDA;RODEP;{{N53275500,E013323900},{N53195500,E013341900},{N53071200,E013365700},{N52483000,E013554000}}
RUDA3V;ED;EDDI;RW27L;KLF;RUDAK;{{N51433800,E012564700},{N52011078,E013334969}}
RUDA3Z;ED;EDDI;RW09R;LERSI;RUDAK;{{N51433800,E012564700},{N52091424,E012425225}}
TORV2V;ED;EDDI;RW27L;ATGUP;TORVU;{{N51350900,E013043700},{N51552492,E013471711}}
TORV2Z;ED;EDDI;RW09R;KLF;TORVU;{{N51350900,E013043700},{N52011078,E013334969}}
VIBI2Z;ED;EDDI;RW09R;LANUM;VIBIS;{{N52583074,E012201889},{N52474532,E012231381}}
VIBI3V;ED;EDDI;RW27L;TERDA;VIBIS;{{N52583074,E012201889},{N52573300,E012495000},{N52553900,E013384200},{N52483000,E013554000}}
GMH3C;ED;EDDK;ALL;COL;GMH;{{N51101384,E007533134},{N50470067,E007353910}}
GMH3V;ED;EDDK;ALL;WYP;GMH;{{N51101384,E007533134},{N51025407,E007164799}}
ROSB4C;ED;EDDK;ALL;COL;ROSBA;{{N50470100,E007542900},{N50470067,E007353910}}
ROSB4V;ED;EDDK;ALL;WYP;ROSBA;{{N50470100,E007542900},{N51002200,E007345800},{N51025407,E007164799}}
ARKO5G;ED;EDDL;RW23B;BOT;ARKON;{{N51565200,E006400900},{N51350889,E007012284}}
ARKO8X;ED;EDDL;RW05B;VALSU;ARKON;{{N51565200,E006400900},{N51560424,E006431183},{N51350022,E006452237}}
BOT4X;ED;EDDL;RW05B;VALSU;BOT;{{N51350889,E007012284},{N51350022,E006452237}}
DEXO4G;ED;EDDL;RW23B;BOT;DEXON;{{N51165800,E006392900},{N51350889,E007012284}}
DEXO5A;ED;EDDL;RW05B;VALSU;DEXON;{{N51165800,E006392900},{N51350022,E006452237}}
DOM5X;ED;EDDL;RW05B;VALSU;DOM;{{N51423431,E007351367},{N51350889,E007012284},{N51350022,E006452237}}
HMM4A;ED;EDDL;RW05B;VALSU;HMM;{{N51512472,E007422986},{N51350889,E007012284},{N51350022,E006452237}}
HMM4G;ED;EDDL;RW23B;BOT;HMM;{{N51512472,E007422986},{N51350889,E007012284}}
LMA6X;ED;EDDL;RW05B;VALSU;LMA;{{N51221529,E006234173},{N51350022,E006452237}}
LMA7G;ED;EDDL;RW23B;BOT;LMA;{{N51221529,E006234173},{N51350889,E007012284}}
MOHN5X;ED;EDDL;RW05B;LEBTI;MOHNE;{{N51240368,E008020652},{N51193991,E007103707},{N51080140,E006440138}}
MOHN5Y;ED;EDDL;RW23B;BAM;MOHNE;{{N51240368,E008020652},{N51193991,E007103707}}
WRB3C;ED;EDDL;RW05B;LEBTI;WRB;{{N51302051,E009063929},{N51240368,E008020652},{N51193991,E007103707},{N51080140,E006440138}}
WRB5Z;ED;EDDL;RW23B;BAM;WRB;{{N51302051,E009063929},{N51240368,E008020652},{N51193991,E007103707}}
WYP7G;ED;EDDL;RW23B;BAM;WYP;{{N51025407,E007164799},{N51193991,E007103707}}
ANDE5M;ED;EDDM;ALL;MUN;ANDEC;{{N47531200,E011200400},{N48071458,E011275999},{N48104917,E011485766}}
DISU3M;ED;EDDM;ALL;MUN;DISUN;{{N47514600,E011061800},{N48063841,E011203207},{N48104917,E011485766}}
LAND2M;ED;EDDM;ALL;MIQ;LANDU;{{N48354690,E012162614},{N48341281,E011355101}}
SBG4M;ED;EDDM;ALL;MUN;SBG;{{N48000930,E012533394},{N48111335,E012201966},{N48104917,E011485766}}
WLD5M;ED;EDDM;ALL;MIQ;WLD;{{N48344591,E011074579},{N48311351,E011170113},{N48341281,E011355101}}
ANEL1P;ED;EDDN;ALL;ERL;ANELA;{{N49460755,E011132857},{N49391949,E011090292}}
DKB1T;ED;EDDN;ALL;LETKU;DKB;{{N49083391,E010141790},{N49214945,E010223315}}
DKB4P;ED;EDDN;ALL;ALB;DKB;{{N49083391,E010141790},{N49141540,E010250320},{N49125174,E011131717}}
HAB1T;ED;EDDN;ALL;GISEL;HAB;{{N50053508,E009465355},{N49543506,E010215135},{N49452067,E010300220}}
HAB5P;ED;EDDN;ALL;ERL;HAB;{{N50053508,E009465355},{N49543506,E010215135},{N49391949,E011090292}}
KULO1T;ED;EDDN;ALL;PESIP;KULOK;{{N50042209,E011374967},{N49520400,E011364500},{N49401715,E011222263}}
LONL2P;ED;EDDN;ALL;ERL;LONLI;{{N50042906,E011133499},{N49460755,E011132857},{N49391949,E011090292}}
ROTE1T;ED;EDDN;ALL;LETKU;ROTEN;{{N49143878,E010035415},{N49214945,E010223315}}
ROTE2P;ED;EDDN;ALL;ALB;ROTEN;{{N49143878,E010035415},{N49125174,E011131717}}
VELI1T;ED;EDDN;ALL;GISEL;VELIS;{{N50280900,E010282900},{N50132800,E010290200},{N49452067,E010300220}}
GOLA2E;ED;EDDP;ALL;GOT;GOLAT;{{N50545300,E011583346},{N51203522,E011355110}}
GOLA2W;ED;EDDP;ALL;SULED;GOLAT;{{N50545300,E011583346},{N51093258,E012144328}}
MAG3E;ED;EDDP;ALL;KOSUL;MAG;{{N51594196,E011473950},{N51414368,E011485313}}
MAG3W;ED;EDDP;ALL;LUTER;MAG;{{N51594196,E011473950},{N51465915,E012081335}}
LUX5A;ED;EDDR;ALL;ZWN;LUX;{{N49382230,E006145040},{N49341975,E006281380},{N49233108,E007032725},{N49134466,E007250441}}
TOMP2A;ED;EDDR;ALL;ZWN;TOMPI;{{N49233108,E007032725},{N49134466,E007250441}}
DKB4A;ED;EDDS;ALL;LBU;DKB;{{N49083391,E010141790},{N48544671,E009202482}}
REUT2A;ED;EDDS;ALL;TGO;REUTL;{{N48221234,E009174548},{N48370627,E009153315}}
TEKS3A;ED;EDDS;ALL;TGO;TEKSI;{{N48412598,E010040511},{N48401900,E009395500},{N48370627,E009153315}}
TGO25V;ED;EDDS;RW25;SG;TGO;{{N48370627,E009153315},{N48401477,E009270500},{N48434250,E009253611},{N48424064,E009200615}}
BATE2H;ED;EDDT;RW26B;NASAT;BATEL;{{N52324900,E011055900},{N52440700,E011485800},{N52480900,E012044100},{N52481203,E013193721}}
BATE5Z;ED;EDDT;RW08B;LANUM;BATEL;{{N52324900,E011055900},{N52440700,E011485800},{N52480900,E012044100},{N52474532,E012231381}}
BODL2H;ED;EDDT;RW26B;NASAT;BODLA;{{N53163300,E014243600},{N53071200,E013365700},{N52481203,E013193721}}
BODL2Z;ED;EDDT;RW08B;LANUM;BODLA;{{N53163300,E014243600},{N53071200,E013365700},{N52565800,E013061900},{N52474532,E012231381}}
DLE2H;ED;EDDT;RW26B;NASAT;DLE;{{N52150116,E009530059},{N52324900,E011055900},{N52440700,E011485800},{N52480900,E012044100},{N52481203,E013193721}}
DLE5Z;ED;EDDT;RW08B;LANUM;DLE;{{N52150116,E009530059},{N52324900,E011055900},{N52440700,E011485800},{N52480900,E012044100},{N52474532,E012231381}}
NUKR3V;ED;EDDT;RW26B;FWE;NUKRO;{{N52025147,E014245946},{N52244081,E014075012}}
NUKR3Z;ED;EDDT;RW08B;KLF;NUKRO;{{N52025147,E014245946},{N52011078,E013334969}}
OSKA5V;ED;EDDT;RW26B;ATGUP;OSKAN;{{N51253900,E013402900},{N51552492,E013471711}}
OSKA5Z;ED;EDDT;RW08B;KLF;OSKAN;{{N51253900,E013402900},{N52011078,E013334969}}
RENK2H;ED;EDDT;RW26B;NASAT;RENKI;{{N52545300,E013574200},{N52553900,E013384200},{N52481203,E013193721}}
RENK4Z;ED;EDDT;RW08B;LANUM;RENKI;{{N52545300,E013574200},{N52565800,E013061900},{N52474532,E012231381}}
RODE2Z;ED;EDDT;RW08B;LANUM;RODEP;{{N53275500,E013323900},{N53175100,E013240000},{N52565800,E013061900},{N52474532,E012231381}}
RODE3H;ED;EDDT;RW26B;NASAT;RODEP;{{N53275500,E013323900},{N53195500,E013341900},{N53071200,E013365700},{N52481203,E013193721}}
RUDA3V;ED;EDDT;RW26B;KLF;RUDAK;{{N51433800,E012564700},{N52011078,E013334969}}
RUDA3Z;ED;EDDT;RW08B;LERSI;RUDAK;{{N51433800,E012564700},{N52091424,E012425225}}
TORV2V;ED;EDDT;RW26B;ATGUP;TORVU;{{N51350900,E013043700},{N51552492,E013471711}}
TORV2Z;ED;EDDT;RW08B;KLF;TORVU;{{N51350900,E013043700},{N52011078,E013334969}}
VIBI2H;ED;EDDT;RW26B;NASAT;VIBIS;{{N52583074,E012201889},{N52573300,E012495000},{N52481203,E013193721}}
VIBI2Z;ED;EDDT;RW08B;LANUM;VIBIS;{{N52583074,E012201889},{N52474532,E012231381}}
DIRB3P;ED;EDDV;RW27B;CEL;DIRBO;{{N52495563,E010503897},{N52422000,E010245500},{N52352253,E010014604}}
DIRB3R;ED;EDDV;RW09B;NIE;DIRBO;{{N52495563,E010503897},{N52422000,E010245500},{N52352253,E010014604},{N52373321,E009221917}}
GITE1P;ED;EDDV;RW27B;DLE;GITEX;{{N52000000,E010312600},{N52055569,E010161984},{N52150116,E009530059}}
GITE1R;ED;EDDV;RW09B;NIE;GITEX;{{N52000000,E010312600},{N52052038,E010270142},{N52352253,E010014604},{N52373321,E009221917}}
HLZ3P;ED;EDDV;RW27B;CEL;HLZ;{{N52214821,E010474278},{N52352253,E010014604}}
HLZ3R;ED;EDDV;RW09B;NIE;HLZ;{{N52214821,E010474278},{N52352253,E010014604},{N52373321,E009221917}}
LAU3P;ED;EDDV;RW27B;DLE;LAU;{{N51121543,E009412740},{N51520656,E009483510},{N52100368,E009520270},{N52150116,E009530059}}
LAU5R;ED;EDDV;RW09B;ROBEG;LAU;{{N51121543,E009412740},{N51411360,E009304452},{N52140102,E009161063}}
LBE5R;ED;EDDV;RW09B;NIE;LBE;{{N53391512,E009354220},{N52373321,E009221917}}
LBE7P;ED;EDDV;RW27B;CEL;LBE;{{N53391512,E009354220},{N52373321,E009221917},{N52352253,E010014604}}
OSN4R;ED;EDDV;RW09B;NIE;OSN;{{N52120049,E008170787},{N52334500,E008482100},{N52373321,E009221917}}
OSN6P;ED;EDDV;RW27B;CEL;OSN;{{N52120049,E008170787},{N52334500,E008482100},{N52373321,E009221917},{N52352253,E010014604}}
ULSE3P;ED;EDDV;RW27B;CEL;ULSEN;{{N52504495,E010345520},{N52422000,E010245500},{N52352253,E010014604}}
ULSE3R;ED;EDDV;RW09B;NIE;ULSEN;{{N52504495,E010345520},{N52422000,E010245500},{N52352253,E010014604},{N52373321,E009221917}}
WRB4P;ED;EDDV;RW27B;DLE;WRB;{{N51302051,E009063929},{N51520656,E009483510},{N52100368,E009520270},{N52150116,E009530059}}
WRB4R;ED;EDDV;RW09B;ROBEG;WRB;{{N51302051,E009063929},{N52140102,E009161063}}
BASU3P;ED;EDDW;ALL;BMN;BASUM;{{N52461916,E008471874},{N53023858,E008465570}}
GEST1P;ED;EDDW;ALL;BMN;GESTO;{{N53102959,E010050057},{N53023858,E008465570}}
NIE5P;ED;EDDW;ALL;BMN;NIE;{{N52373321,E009221917},{N52534100,E009123800},{N53023858,E008465570}}
WSR3P;ED;EDDW;ALL;BMN;WSR;{{N53205157,E008523123},{N53023858,E008465570}}
ARKO1R;ED;EDFH;ALL;HAN;ARKOK;{{N49590700,E007412200},{N49575358,E007165115}}
KIR1R;ED;EDFH;ALL;HAN;KIR;{{N49510086,E007221048},{N49575358,E007165115}}
NOR1R;ED;EDFH;ALL;HAN;NOR;{{N50502637,E006413894},{N49575358,E007165115}}
ULME1R;ED;EDFH;ALL;HAN;ULMEN;{{N50131800,E006523100},{N49575358,E007165115}}
NOR1A;ED;EDGS;ALL;SIL;NOR;{{N50502637,E006413894},{N50470067,E007353910},{N50404812,E008081859}}
SIGE3A;ED;EDGS;ALL;SIL;SIGEN;{{N50503700,E008132200},{N50404812,E008081859}}
TABU1A;ED;EDGS;ALL;SIL;TABUM;{{N50172798,E008250498},{N50312300,E008270700},{N50342600,E008210200},{N50404812,E008081859}}
BASU9A;ED;EDHI;ALL;LBE;BASUM;{{N52461916,E008471874},{N53205157,E008523123},{N53513100,E009265100},{N53391512,E009354220}}
BKD7A;ED;EDHI;ALL;LBE;BKD;{{N53020428,E011324638},{N53210600,E010535900},{N53562667,E010400403},{N53391512,E009354220}}
NIE4A;ED;EDHI;ALL;LBE;NIE;{{N52373321,E009221917},{N52553500,E009361300},{N53410807,E010121799},{N53391512,E009354220}}
NIKU7A;ED;EDHI;ALL;LBE;NIKUS;{{N53210600,E010535900},{N53562667,E010400403},{N53391512,E009354220}}
OSTO9A;ED;EDHI;ALL;LBE;OSTOR;{{N53494600,E009031000},{N53513100,E009265100},{N53391512,E009354220}}
WRB1N;ED;EDHI;ALL;LBE;WRB;{{N51302051,E009063929},{N51520656,E009483510},{N52150116,E009530059},{N53410807,E010121799},{N53391512,E009354220}}
KULO1Z;ED;EDQD;ALL;BAZ;KULOK;{{N50042209,E011374967},{N49572478,E011335457}}
WSR6Z;ED;EDHI;ALL;LBE;WSR;{{N53205157,E008523123},{N53513100,E009265100},{N53391512,E009354220}}
EKER3M;ED;EDHK;ALL;KIL;EKERN;{{N54302088,E009514992},{N54223926,E010071208}}
